state,state_abb,fips,year,year_frac,law_class,law_class_subtype,handguns_or_long_guns,age_for_minimum_age_laws,length_of_waiting_period_days_handguns,additional_context_and_notes,discrepancies,law_id
Hawaii,HI,15,2024,1,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,"The Supreme court decision in Bruen determined that their restrictive permitting laws involving law enforcement discretion in the provision of permits was unconstitutional, so from June 23, 2022, Massachusetts has been making changes to their law that will bring it into compliance with the Bruen decision.",NA,HI1084
Hawaii,HI,15,2024,1,firearm sales restrictions,ban on high capacity magazines,handgun and long gun,NA,NA,NA,NA,HI1085
Hawaii,HI,15,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,HI1086
Hawaii,HI,15,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,HI1088
Hawaii,HI,15,2024,0,minimum age,youth possession,long gun,20,NA,"Included in Bakal's ""Right to Bear Arms,' published in 1966, so effective as of at least 1966. Vernick and Hepburn (2003) say that this law applied to permits only.",NA,HI1089
Hawaii,HI,15,2024,0,minimum age,youth possession,long gun,18,NA,"Permit law.  Unclear what year this law was first implemented, though it was before 1979.",NA,HI1090
Hawaii,HI,15,2024,1,minimum age,youth possession,long gun,21,NA,Permit law.,NA,HI1091
Hawaii,HI,15,2024,0,minimum age,youth possession,handgun,18,NA,NA,"Vernick and Hepburn (2003) say this was passed in 1972, whereas Peters, Cook, and Ludwig (2005) say it was passed in 1979.",HI1092
Hawaii,HI,15,2024,0,minimum age,youth possession,handgun,20,NA,"Included in Bakal's ""Right to Bear Arms,' published in 1966, so effective as of at least 1966. Vernick and Hepburn (2003) say that this law applied to permits only.",NA,HI1093
Hawaii,HI,15,2024,0,minimum age,youth possession,handgun,18,NA,"Permit law.  Unclear what year this law was first implemented, though it was before 1979.",NA,HI1094
Hawaii,HI,15,2024,1,minimum age,youth possession,handgun,21,NA,Permit law.,NA,HI1095
Hawaii,HI,15,2024,0,minimum age,youth possession,long gun,18,NA,NA,"Vernick and Hepburn (2003) say this was passed in 1972, whereas Peters, Cook, and Ludwig (2005) say it was passed in 1979.",HI1096
Hawaii,HI,15,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,HI1097
Hawaii,HI,15,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,HI1098
Hawaii,HI,15,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,HI1099
Hawaii,HI,15,2024,1,permit to purchase,required,long gun,NA,NA,Adds long guns back to permit requirement.,Vernick and Hepburn (2003) say this was enacted in 1988; we think it was 1981.,HI1100
Hawaii,HI,15,2024,1,permit to purchase,required,handgun,NA,NA,NA,NA,HI1101
Hawaii,HI,15,2024,0,permit to purchase,required,long gun,NA,NA,NA,NA,HI1102
Hawaii,HI,15,2024,0,permit to purchase,required,handgun,NA,NA,See Haw. Rev. Stat. Ann. § 134-3 for current version.,NA,HI1103
Hawaii,HI,15,2024,1,prohibited possessor,violent misdemeanor,handgun and long gun,NA,NA,Approved 6/19/90,NA,HI1104
Hawaii,HI,15,2024,1,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,HI1105
Iowa,IA,19,2024,1,background checks,sales from dealer,handgun,NA,NA,The criminal history check was probably implemented a little later.,NA,IA1003
Iowa,IA,19,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,Unclear what year this law was first implemented.,NA,IA1005
Iowa,IA,19,2024,0,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,IA1006
Iowa,IA,19,2024,0,castle doctrine,expanded 1,handgun and long gun,NA,NA,See Acts 1976 (66 G.A.) Ch. 1245 (Ch. 1).,NA,IA1007
Iowa,IA,19,2024,1,child access laws,negligent storage,handgun and long gun,NA,NA,NA,NA,IA1009
Iowa,IA,19,2024,1,minimum age,purchase and sale,long gun,18,NA,NA,NA,IA1012
Iowa,IA,19,2024,0,open carry,license required,handgun,NA,NA,See IA - 66 G.A. § 2404 (1976) for original version.,NA,IA1014
Iowa,IA,19,2024,1,open carry,limited : prohibited : loaded,long gun,NA,NA,NA,NA,IA1015
Iowa,IA,19,2024,0,waiting period,Waiting Periods: De facto (permit required),handgun,NA,10,"de facto (permit required)”: The law does not require that permits are issued with a delay, but in practice they may take weeks to obtain, so we treat this as a de facto waiting period for handguns, and arbitrarily set the length of the waiting period to 10 days.",NA,IA1020
Iowa,IA,19,2024,1,minimum age,youth possession,handgun,21,NA,NA,NA,IA1023
Iowa,IA,19,2024,0,background checks,permit to purchase,handgun,NA,NA,Permit to purchase became an optional requirement,NA,IA1024
Iowa,IA,19,2024,1,prohibited possessor,dvro : expanded,handgun and long gun,NA,NA,"These prohibitions do not apply to the possession, shipment, transportation, or receipt of a firearm or ammunition issued by a state department or agency or political subdivision for use in the performance of the official duties of the person who is the subject of a protective order. Iowa Code § 724.26(2)(b); This law includes a firearm surrender requirement; The judge is given discretion to decide whether a relationship where the individuals were not married or living together (dating partners) qualifies as an intimate partner.",NA,IA1031
Iowa,IA,19,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,NA,NA,IA1033
Iowa,IA,19,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,IA1038
Iowa,IA,19,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,IA1039
Iowa,IA,19,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,IA1042
Iowa,IA,19,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,NA,NA,IA1046
Iowa,IA,19,2024,1,waiting period,Waiting Periods: De facto (permit required),handgun,NA,10,"de facto (permit required)”: The law does not require that permits are issued with a delay, but in practice they may take weeks to obtain, so we treat this as a de facto waiting period for handguns, and arbitrarily set the length of the waiting period to 10 days.",NA,IA1049
Iowa,IA,19,2024,1,firearm removal at scene of domestic violence,authorized,handgun and long gun,NA,NA,NA,NA,IA1051
Iowa,IA,19,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,IA1052
Iowa,IA,19,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,IA1054
Iowa,IA,19,2024,1,local laws preempted by state,comprehensive - punitive,handgun and long gun,NA,NA,NA,NA,IA1055
Iowa,IA,19,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,IA1056
Iowa,IA,19,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,IA1057
Iowa,IA,19,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,IA1058
Iowa,IA,19,2024,0,permit to purchase,required,handgun,NA,NA,NA,NA,IA1059
Iowa,IA,19,2024,1,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,NA,NA,IA1061
Iowa,IA,19,2024,0.5027322404371585,firearms in K-12 educational settings,school personnel other than peace officers,handgun and long gun,NA,NA,NA,NA,IA1062
Iowa,IA,19,2024,0,minimum age,purchase and sale,handgun,18,NA,NA,NA,IA1063
Iowa,IA,19,2024,1,minimum age,purchase and sale,handgun,21,NA,NA,NA,IA1064
Iowa,IA,19,2024,1,minimum age,youth possession,long gun,18,NA,NA,NA,IA1065
Iowa,IA,19,2024,0,minimum age,youth possession,handgun,18,NA,NA,NA,IA1066
Idaho,ID,16,2024,1,background checks,sales from dealer,handgun and long gun,NA,NA,"Concerns ""records checks.""",NA,ID1002
Idaho,ID,16,2024,1,background checks,sales from dealer,handgun,NA,NA,"Although the state provision expired with interim law, the 1998 Brady Act ensured that background checks on dealer sales of handguns continued.",NA,ID1003
Idaho,ID,16,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,NA,NA,ID1005
Idaho,ID,16,2024,0,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,ID1006
Idaho,ID,16,2024,1,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,NA,NA,ID1007
Idaho,ID,16,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,ID1008
Idaho,ID,16,2024,1,minimum age,youth possession,long gun,18,NA,"Idaho Code Ann. § 18-3302G lists exceptions, including hunting, range shooting, etc.",NA,ID1011
Idaho,ID,16,2024,0,minimum age,purchase and sale,long gun,16,NA,Parental consent exception,NA,ID1013
Idaho,ID,16,2024,1,minimum age,purchase and sale,long gun,18,NA,NA,NA,ID1015
Idaho,ID,16,2024,1,minimum age,youth possession,handgun,18,NA,"Idaho Code Ann. § 18-3302G lists exceptions, including hunting, range shooting, etc.",NA,ID1026
Idaho,ID,16,2024,0,minimum age,purchase and sale,handgun,16,NA,Parental consent exception,NA,ID1027
Idaho,ID,16,2024,1,minimum age,purchase and sale,handgun,18,NA,Parental consent exception,NA,ID1028
Idaho,ID,16,2024,0,castle doctrine,expanded 2,handgun and long gun,NA,NA,"Catagorized as expanded 2 because statute refers to ""occupied vehicle"" but does not specify whose",NA,ID1031
Idaho,ID,16,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,ID1037
Idaho,ID,16,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,ID1038
Idaho,ID,16,2024,0,background checks,sales from dealer,handgun,NA,NA,NA,NA,ID1039
Idaho,ID,16,2024,1,background checks,sales from dealer : federal,handgun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,ID1040
Idaho,ID,16,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,ID1045
Idaho,ID,16,2024,0,waiting period,federal,handgun,NA,5,"In general, the waiting period applies only in states without an acceptable alternate system of conducting background checks on handgun purchasers.",NA,ID1046
Idaho,ID,16,2024,1,waiting period,federal,handgun,NA,NA,"The interim provisions of the Brady Law became effective on February 28, 1994, and ceased to apply on 4/7/1994 because Idaho implemented instant background check system.",NA,ID1047
Idaho,ID,16,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,"Exceptions: (4) A city may adopt ordinances to regulate, restrict or prohibit the discharge of firearms within its boundaries. Ordinances adopted under this subsection may not apply to or affect:

(a) A person discharging a firearm in the lawful defense of person or persons or property; or

(b) A person lawfully discharging a firearm on a sport shooting range as defined in section 55-2604, Idaho Code.",NA,ID1051
